function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,text,Y
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,"it was 1973, i was 14 years old and well into vinyl for several years already. i had never bought a compilation before this, i was an album guy through and through as a kid and now as a teen, but the silly cover and the cuts on the disc convinced me to buy it even though it contained stuff i already had on albums.  yup, i displayed that silly cover for years as a funny conversation piece. it was also a handy go to for showing off guitar handiwork to guys that  did not dig that sort of thing. be cool to see a cd reissue with accurate artwork.",0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"i've had this vinyl for many, many years. i had bought the ives second, on cri, the first recording, i forget by whom, a greek name in 1963 and heard other recordings over the years and live performances by aimard and denk, but i never cared for the second ives. too 'beethovenish' for my taste and too much 'schtick' the americana quotes.  but the first, i've had different recordings, but this masselos is way ahead of them all, and to me, one of the great recordings of the 20th century. it's just great american music. it swings like jazz and is as 'profound' as any in the solo piano canon.",1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"i managed a record store in 1981 and a co-worker put this record on and i immediately fell in love with it. ""mama just wants to barrelhouse"", ""silver wheels"" and "" dialogue with the devil"" stood out, but eventually i came to adore everything on here. i lament that it has never been made available on cd.",1
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"hello guys!  so i thought i had heard everything in classic rock (obviously that's not true!) but i have had the opportunity to have come across great ""lost"" albums, but never this one. shoot as you know (or not) was formed by former yardbirds drummer jim mccarty, and released this gem around 1973/74.  let me tell you that sometimes when you hear certain albums by bands that disbanded early in their career, the sound they had was a bit amateur, not bad, but still you could tell they were not blossomed enough (some got better or changed their musical direction).  the reason i came across this album was through youtube (yes, you can actually listen to the full album there) and what caught my attention was 1. the cover (very mistic and yet artistic) nothing rare about that since most bands at the time had great album covers. 2. the name-  simple and yet convincing and then came of course the music. it didn't remind me of any other group (though the song ""the boogie"" sounded like the band status quo), which is good because they had their own identity. very friendly album, good rhythm and most important moving. all of the 10 songs are interesting, good drums, very complete band. now, if only i could find this here panama (hardly) if only i could find this in cd ( hopefully, one day...) if only i could find this in vinyl ( i'll try) but then i would have to buy a record player, but then again for this album, it's worth it! saludos a mi futuro hijo, jorge octavio y a mi esposa jessy!",0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,"blame it on ""feels so good"" but chuck, a one-time superstar in the 1970s is way underappreciated today as the real musician's musician that he was. so much so that some of his greatest albums, like this one and ""alive!"" have never appeared on cd.  the bass / drum team of joey di bartolo and ron davis on ""quartet"" backing chuck and gerry niewood is in some ways even more sophisticated than on ""alive!"" a year later with steve gadd and tony levin. if you want more proof that the '60s produced the greatest, most soulful musicians of all time check these two out and how sensitively they synergize this transcendent band.  they create a jazz band sound with a true edge that is simultaneously smooth as silk without being soft!!!  that's what real rock and jazz are all about: edge born out of absolute integrity, even if it is just the integrity of soul put into 3 chords. when edge and high musicianship come together and are handled with grace and temperance, then you have the best of all worlds.  every tune here is a winner and the whole album flows seamlessly into one piece of art representative of one magical era in time (1971-1972) that will never come our way again except for inklings of its atmosphere of transcendence glimpsed by listening to albums like this. to top it all off, the definitive version of the much-overplayed brazilian standard ""manha de carnival"" is the cut that ends this album. not even wayne shorter and freddie hubbard on ""wayning moments"" can come close to the soul-drenched, bitter-sweet laid-back cool mixed with  equal amounts of high-energy flourishes that chuck and company bring to this old warhorse here.  get the lp, transfer it to cd and enjoy. i've generally found that lps transferred to cd maintain their warmth of sound especially if the playing surface is polished wtih mapleshade brand microsmouth polish to minmize laser jitter.",0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"pure, original, singular expression of life and dreams. michael is a gift in time, discovered once again. for anyone wanting to augment a journey toward simplification, this music will fit nicely. no noisy digital blending. simply piano....simply spiritual!",1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old school fans a must for parties!!!,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"while greatest-hits albums from jazz artists are sometimes dubious propositions, dave brubeck is the rare exception to the rule. brubeck concentrated on the song as much as the performance, which is one of the reasons why he appealed to such a wide audience and it's also the reason why greatest hits is such an entertaining and effective sampler.  featuring such familiar items as ""take five,"" ""in your own sweet way,"" ""the duke,"" ""trolley song,"" ""unsquare dance,"" and ""blue rondo  la turk,"" the collection provides a fine introduction to brubeck's collegiate jazz for the uninitiated. time out remains the best place to start a brubeck appreciation, but this is an excellent 2 lp sampler.  track listing:  take five night and day i'm in a dancing mood castillian drums camptown races st. louis blues unsquare dance two part contention trolley song it's a raggedy waltz my favorite things let's get away from it all the duke coracao sensivel someday my prince will come blue rondo a la turk  the quartet:  dave brubeck - piano paul desmond - alto sax eugene wright - bass joe morello - drums  released 1974 on the columbia label and is catalog number pg32761. two lp set in a gatefold jacket.  very indepth liner notes by mort goode   this edition was never released to cd and is not to be confused with the dave brubeck greatest hits which has only 11 tracks as opposed to this vinyl edition that has 16 tracks.  without going knee deep into the dave brubeck canon, this is an excellent place to start your brubeck library. this contains all the important work of the classic dave brubeck quartet. i have this in my personal rotation and find it absolutely indispensible as a reference to this historic quartet.  well into the next century we will be listening and marvel to the music of dave brubeck and paul desmond. it is as timeless as the pyramids themselves. and dave is still with us, still composing and recording. dave brubeck has moved from icon to a true legend. no jazz library can be considered complete without dave brubeck cataloged, it just that simple.",0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"if life were fair, ""for the first time"" would have made kim weston, who can sing circles around most a huge superstar! fresh off mega-hit duet ""it takes two"" success with marvin gaye, first outing away from motown show this tremendous singer possessing one of the most magnificent voices ever, each and every incredible performance of classic standards definitive with production the ultimate...want proof, check out youtube postings and be blown away that this masterful collection didn't sell millions & receive at least one ""grammy award""!  due to kim leaving motown, nobody would touch her work, obvious something fishy was up as a result a brilliant career derailed with amazing singer robbed of her deserved place in the sun...ultimately public not allowed the joy of experiencing this great talent because of lack of exposure.  hopefully someday while it still matters, this stellar vocal masterpiece will be released on compact disc, all of these classic songs are sung to the max and have never sounded better...keeper collection for anyone who enjoys a brilliant voice taking a chapter of the great american songbook making all of these classic songs her own, the lady can really sing...bravo kim weston!!!",0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"this has got to be one of the most overlooked albums of all time!  from beginning to end arthur is the kinks most obvious masterpiece by far.  i must have listened to this one 30 times in just the first month after first hearing it, and i find myself growing more fond of it after each and every listen.  absolute classic.",1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,beautiful music well worth purchasing.  mellow.,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,"so, here we were in late 1967, a year that saw that ""manufactured band"" the monkees (as some of the more unctuous critics liked to label them out of the mistaken belief that only they knew what good pop/r&r was all about) dominate the billboard top 200 album charts from the fall of 1966 with three straight # 1 lps, the monkees, more of the monkees, and headquarters spending 32 of the roughly 52-week span at the top spot, and displaced there by mainly the beatles' sgt. pepper's lonely hearts club band album from sometime in may 1967. even so, the album so replaced, headquarters, then held down # 2 for 11 straight weeks. not bad for a band that those critics (and the r&r hall of fame) refused then (and still do) to take seriously.  and wouldn't you know it, to further confound those ""experts"" this 4th album, pisces, aquarius, capricorn & jones ltd., as colgems 104, and which came out on november 6, 1967, promptly climbed to # 1 as well where it would stay for 5 weeks!. the album also produced the two-sided single hit pleasant valley sunday (# 3 billboard pop hot 100 in august 1967) b/w words (# 11 hot 100) as colgems 1007.  produced by chip douglas (who had used his birth name of douglas farthing hatlelid to produce headquarters), it had micky dolenz on drums (also guitar), mike nesmith and peter tork (also piano and organ) on guitars, and davy jones on percussion, are backed by drummers eddie hoe and kim copli, chip douglas (also bass) and bill martin on piano/organ, and douglas dillard on banjo. but the most notable aspect of this album, from an instrument aspect, was micky dolenz using his moog synthesizer, one of the first ever sold, on daily nightly and love is only sleeping, while paul beaver handles it on star collector.  the tracks (with writers shown brackets) are: a1. salesman (craig smith) (2:03); a2. she hangs out (jeff barry) (2:33); a3. the door into summer (chip douglas & bill martin) (2:50); a4. love is only sleeping (barry mann & cynthia weil) (2:28); a5. cuddly toy (harry nilsson) (2:45); a6. words (tommy boyce & bobby hart) (2:48); b1. hard to believe (david jones, kim capli, eddie brick, charlie rockett) (2:33); b2. what am i doing hangin' 'round? (lewis - clarke) (3:02); b3. peter percival patterson's pet pig porky (peter t ork) - pleasant valley sunday (gerry goffin & carole king) (3:30); b4. daily nightly (michael nesmith) (2:26); b5. don't call on me (nesmith & john london) (2:28); b6. star collector (gerry goffin & carole king) (3:30).  the cover is from a drawing by the noted cover artist bernard yeszin. the lewis -clarke team shown as writers for track 2 side 2 above were really michael martin murphey (as travis lewis) and owen castleman (as boomer clarke) who also recorded at colgems as the lewis & clarke expedition and who had a minor single entry of their own in 1967 with the # 64 i feel good (i feel sad) as colgems 1006.  at the same session developing this album, the band recorded i'm a believer and goin' down but instead of including them in the lp it was decided to release them as a single just ahead of the album. in nov-dec 1967, daydream believer soared to # 1 hot 100 (and stayed there 4 weeks) as colgems 1012 while goin' down reached # 104 on the bubble under charts.",0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"hello! i agree to everything whats been said here.  and i have some very good news for you all. in the next months, the album become it's cd-release in the original album series (5 cd box) from rhino records. this little box feat. also original albums from fred neil, tom paxton and others. so keep your eyes open and enjoy this wonderful stuff. ;-)",1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"i first heard this album when i was in high school many (many) years ago. my older brother had bought it. it turned me on to accoustic blues, an addiction that i've never been able to shake. this is a group of (then) young white guys, interpreting the country blues during the folk revival of the 1960s. many of them became legends - dave van ronk, dave ray, john koerner, eric von schmidt, fritz richmond, and more. a great album and great music. i kept and played my late brother's copy for decades, and it finally wore out. i bought a duplicate in prime condition here, and love it still.",1
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,"i get a chance to play and perform these jazz octet arrangements by the best arrangers in hollywood (well...maybe the hollywood of a few decades ago...but that is a different matter).  this is a great example of the dave pell group.  the jazz improv here is of the ""brief"" variety and the arrangements do interesting things...each one has its own eccentricities, and they all change around constantly.  the style would probably qualify as ""cool jazz"", since the octet format has a number of different sound colors and the approach is not strictly bebop, but rather modern jazz as it was done in la around the late fifties and early sixties.  this album takes tunes that would have been known in colleges and especially in the south, and sticks them into the jazz octet world of dave pell.  all the tunes give plenty of soloing time, assuming you are not insistent upon extended form soloing like that of miles and trane.  if you are already familiar with the jazz at the lighthouse or the shelly manne and his friends style of jazz, then you will seriously dig this album....  i especially enjoyed hearing trombonist harry betts.  harry is also a great, great arranger and he plays great bone.  since i am a trombone player, i like to hear him.",1
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diana is a great song.  definately one of his best.  adams needs to get over his personal baggage about princess di's passing and properly put this out!!!,0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arrived quickly and in perfect condition. the personal note was a nice touch. i would recommend to all my friends who are in search of nostalgia in music.,1
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"though i would say i am more of a fan of rob rock's solo work, this is above and beyond the work of his other project, driver, and by itself is a cd full of very tallented musicianship. good stuff, good solos, heavy hitting, and great vocals by rob rock.",1
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,to think & feel & appreciate various styles of wonderful songs & music- u will have to greatly appreciate this.- one of the absolute greats. thank the almighty that he let u find this review & obtain this lp.,0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conway twitty at his best,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"the country gospel on this lp album is simple but refined. frankly, it makes elvis presley sound over the top.",1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"excellent '70s, and early '80s contemporary christian music, with a great message!  brings back wonderful memories of seeing this concert live!",0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"when are you going to reissue this great music on audio cd?  i still have my vinyl record album from 1966, but my daughters don't even own a record player!  i know that they will not be able to hear this great trumpet music on vinyl. your'rre losing business and the people are missing out on some of the best trumpet music ever recorded.",1
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"back in the mid-1970's i worked a couple of years as a country disc jockey.  ferlin husky's ""freckles and pollywog days"" was something of a staff favorite.  but it never made it to the digital era.  when i saw this lp on amazon, at a reasonable price, i jumped at the chance to own it.  it arrived sealed...never played...and in great condition.  promptly, too.  i was able to digitize it using my usb turntable and now i can enjoy the songs just like my other audio files.",0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"with the aid of a transferring turntable, classic lps can be converted to ipod files. although some ewan maccoll recordings are available on cd or digital download, the album manchester angel, an english folk song collection, is at present a collector's lp. i was able to order the album from a bookstore in massachusetts through amazon, and found that it was delivered promptly and in a ""like new"" condition, although the lp is from the late 1960's. the manchester angel album was pricey, but is a collector's item in pristine condition.",1
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a terribly unrecognized american talent who like many had to find his audience over seas.,0
